ダウンロードした時刻：2019/03/24 10:45:19

,,,酒田,酒田,酒田,酒田
年,月,日,最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃)
,,,,,,
,,,,品質情報,,品質情報
1965,3,1,,1,,1
1965,3,2,,1,,1
1965,3,3,,1,,1
1965,3,4,,1,,1
1965,3,5,,1,,1
1965,3,6,,1,,1
1965,3,7,,1,,1
1965,3,8,,1,,1
1965,3,9,,1,,1
1965,3,10,,1,,1
1965,3,11,,1,,1
1965,3,12,,1,,1
1965,3,13,,1,,1
1965,3,14,,1,,1
1965,3,15,,1,,1
1965,3,16,,1,,1
1965,3,17,,1,,1
1965,3,18,,1,,1
1965,3,19,,1,,1
1965,3,20,,1,,1
1965,3,21,,1,,1
1965,3,22,,1,,1
1965,3,23,,1,,1
1965,3,24,,1,,1
1965,3,25,,1,,1
1965,3,26,,1,,1
1965,3,27,,1,,1
1965,3,28,,1,,1
1965,3,29,,1,,1
1965,3,30,,1,,1
1965,3,31,,1,,1
1965,4,1,,1,,1
1965,4,2,,1,,1
1965,4,3,,1,,1
1965,4,4,,1,,1
1965,4,5,,1,,1
1965,4,6,,1,,1
1965,4,7,,1,,1
1965,4,8,,1,,1
1965,4,9,,1,,1
1965,4,10,,1,,1
1965,4,11,,1,,1
1965,4,12,,1,,1
1965,4,13,,1,,1
1965,4,14,,1,,1
1965,4,15,,1,,1
1965,4,16,,1,,1
1965,4,17,,1,,1
1965,4,18,,1,,1
1965,4,19,,1,,1
1965,4,20,,1,,1
1965,4,21,,1,,1
1965,4,22,,1,,1
1965,4,23,,1,,1
1965,4,24,,1,,1
1965,4,25,,1,,1
1965,4,26,,1,,1
1965,4,27,,1,,1
1965,4,28,,1,,1
1965,4,29,,1,,1
1965,4,30,,1,,1
1966,2,1,,1,,1
1966,2,2,,1,,1
1966,2,3,,1,,1
1966,2,4,,1,,1
1966,2,5,,1,,1
1966,2,6,,1,,1
1966,2,7,,1,,1
1966,2,8,,1,,1
1966,2,9,,1,,1
1966,2,10,,1,,1
1966,2,11,,1,,1
1966,2,12,,1,,1
1966,2,13,,1,,1
1966,2,14,,1,,1
1966,2,15,,1,,1
1966,2,16,,1,,1
1966,2,17,,1,,1
1966,2,18,,1,,1
1966,2,19,,1,,1
1966,2,20,,1,,1
1966,2,21,,1,,1
1966,2,22,,1,,1
1966,2,23,,1,,1
1966,2,24,,1,,1
1966,2,25,,1,,1
1966,2,26,,1,,1
1966,2,27,,1,,1
1966,2,28,,1,,1
1966,3,1,,1,,1
1966,3,2,,1,,1
1966,3,3,,1,,1
1966,3,4,,1,,1
1966,3,5,,1,,1
1966,3,6,,1,,1
1966,3,7,,1,,1
1966,3,8,,1,,1
1966,3,9,,1,,1
1966,3,10,,1,,1
1966,3,11,,1,,1
1966,3,12,,1,,1
1966,3,13,,1,,1
1966,3,14,,1,,1
1966,3,15,,1,,1
1966,3,16,,1,,1
1966,3,17,,1,,1
1966,3,18,,1,,1
1966,3,19,,1,,1
1966,3,20,,1,,1
1966,3,21,,1,,1
1966,3,22,,1,,1
1966,3,23,,1,,1
1966,3,24,,1,,1
1966,3,25,,1,,1
1966,3,26,,1,,1
1966,3,27,,1,,1
1966,3,28,,1,,1
1966,3,29,,1,,1
1966,3,30,,1,,1
1966,3,31,,1,,1
1966,4,1,,1,,1
1966,4,2,,1,,1
1966,4,3,,1,,1
1966,4,4,,1,,1
1966,4,5,,1,,1
1966,4,6,,1,,1
1966,4,7,,1,,1
1966,4,8,,1,,1
1966,4,9,,1,,1
1966,4,10,,1,,1
1966,4,11,,1,,1
1966,4,12,,1,,1
1966,4,13,,1,,1
1966,4,14,,1,,1
1966,4,15,,1,,1
1966,4,16,,1,,1
1966,4,17,,1,,1
1966,4,18,,1,,1
1966,4,19,,1,,1
1966,4,20,,1,,1
1966,4,21,,1,,1
1966,4,22,,1,,1
1966,4,23,,1,,1
1966,4,24,,1,,1
1966,4,25,,1,,1
1966,4,26,,1,,1
1966,4,27,,1,,1
1966,4,28,,1,,1
1966,4,29,,1,,1
1966,4,30,,1,,1
1967,2,1,,1,,1
1967,2,2,,1,,1
1967,2,3,,1,,1
1967,2,4,,1,,1
1967,2,5,,1,,1
1967,2,6,,1,,1
1967,2,7,,1,,1
1967,2,8,,1,,1
1967,2,9,,1,,1
1967,2,10,,1,,1
1967,2,11,,1,,1
1967,2,12,,1,,1
1967,2,13,,1,,1
1967,2,14,,1,,1
1967,2,15,,1,,1
1967,2,16,,1,,1
1967,2,17,,1,,1
1967,2,18,,1,,1
1967,2,19,,1,,1
1967,2,20,,1,,1
1967,2,21,,1,,1
1967,2,22,,1,,1
1967,2,23,,1,,1
1967,2,24,,1,,1
1967,2,25,,1,,1
1967,2,26,,1,,1
1967,2,27,,1,,1
1967,2,28,,1,,1
1967,3,1,,1,,1
1967,3,2,,1,,1
1967,3,3,,1,,1
1967,3,4,,1,,1
1967,3,5,,1,,1
1967,3,6,,1,,1
1967,3,7,,1,,1
1967,3,8,,1,,1
1967,3,9,,1,,1
1967,3,10,,1,,1
1967,3,11,,1,,1
1967,3,12,,1,,1
1967,3,13,,1,,1
1967,3,14,,1,,1
1967,3,15,,1,,1
1967,3,16,,1,,1
1967,3,17,,1,,1
1967,3,18,,1,,1
1967,3,19,,1,,1
1967,3,20,,1,,1
1967,3,21,,1,,1
1967,3,22,,1,,1
1967,3,23,,1,,1
1967,3,24,,1,,1
1967,3,25,,1,,1
1967,3,26,,1,,1
1967,3,27,,1,,1
1967,3,28,,1,,1
1967,3,29,,1,,1
1967,3,30,,1,,1
1967,3,31,,1,,1
1967,4,1,,1,,1
1967,4,2,,1,,1
1967,4,3,,1,,1
1967,4,4,,1,,1
1967,4,5,,1,,1
1967,4,6,,1,,1
1967,4,7,,1,,1
1967,4,8,,1,,1
1967,4,9,,1,,1
1967,4,10,,1,,1
1967,4,11,,1,,1
1967,4,12,,1,,1
1967,4,13,,1,,1
1967,4,14,,1,,1
1967,4,15,,1,,1
1967,4,16,,1,,1
1967,4,17,,1,,1
1967,4,18,,1,,1
1967,4,19,,1,,1
1967,4,20,,1,,1
1967,4,21,,1,,1
1967,4,22,,1,,1
1967,4,23,,1,,1
1967,4,24,,1,,1
1967,4,25,,1,,1
1967,4,26,,1,,1
1967,4,27,,1,,1
1967,4,28,,1,,1
1967,4,29,,1,,1
1967,4,30,,1,,1
1968,2,1,,1,,1
1968,2,2,,1,,1
1968,2,3,,1,,1
1968,2,4,,1,,1
1968,2,5,,1,,1
1968,2,6,,1,,1
1968,2,7,,1,,1
1968,2,8,,1,,1
1968,2,9,,1,,1
1968,2,10,,1,,1
1968,2,11,,1,,1
1968,2,12,,1,,1
1968,2,13,,1,,1
1968,2,14,,1,,1
1968,2,15,,1,,1
1968,2,16,,1,,1
1968,2,17,,1,,1
1968,2,18,,1,,1
1968,2,19,,1,,1
1968,2,20,,1,,1
1968,2,21,,1,,1
1968,2,22,,1,,1
1968,2,23,,1,,1
1968,2,24,,1,,1
1968,2,25,,1,,1
1968,2,26,,1,,1
1968,2,27,,1,,1
1968,2,28,,1,,1
1968,2,29,,1,,1
1968,3,1,,1,,1
1968,3,2,,1,,1
1968,3,3,,1,,1
1968,3,4,,1,,1
1968,3,5,,1,,1
1968,3,6,,1,,1
1968,3,7,,1,,1
1968,3,8,,1,,1
1968,3,9,,1,,1
1968,3,10,,1,,1
1968,3,11,,1,,1
1968,3,12,,1,,1
1968,3,13,,1,,1
1968,3,14,,1,,1
1968,3,15,,1,,1
1968,3,16,,1,,1
1968,3,17,,1,,1
1968,3,18,,1,,1
1968,3,19,,1,,1
1968,3,20,,1,,1
1968,3,21,,1,,1
1968,3,22,,1,,1
1968,3,23,,1,,1
1968,3,24,,1,,1
1968,3,25,,1,,1
1968,3,26,,1,,1
1968,3,27,,1,,1
1968,3,28,,1,,1
1968,3,29,,1,,1
1968,3,30,,1,,1
1968,3,31,,1,,1
1968,4,1,,1,,1
1968,4,2,,1,,1
1968,4,3,,1,,1
1968,4,4,,1,,1
1968,4,5,,1,,1
1968,4,6,,1,,1
1968,4,7,,1,,1
1968,4,8,,1,,1
1968,4,9,,1,,1
1968,4,10,,1,,1
1968,4,11,,1,,1
1968,4,12,,1,,1
1968,4,13,,1,,1
1968,4,14,,1,,1
1968,4,15,,1,,1
1968,4,16,,1,,1
1968,4,17,,1,,1
1968,4,18,,1,,1
1968,4,19,,1,,1
1968,4,20,,1,,1
1968,4,21,,1,,1
1968,4,22,,1,,1
1968,4,23,,1,,1
1968,4,24,,1,,1
1968,4,25,,1,,1
1968,4,26,,1,,1
1968,4,27,,1,,1
1968,4,28,,1,,1
1968,4,29,,1,,1
1968,4,30,,1,,1
1969,2,1,,1,,1
1969,2,2,,1,,1
1969,2,3,,1,,1
1969,2,4,,1,,1
1969,2,5,,1,,1
1969,2,6,,1,,1
1969,2,7,,1,,1
1969,2,8,,1,,1
1969,2,9,,1,,1
1969,2,10,,1,,1
1969,2,11,,1,,1
1969,2,12,,1,,1
1969,2,13,,1,,1
1969,2,14,,1,,1
1969,2,15,,1,,1
1969,2,16,,1,,1
1969,2,17,,1,,1
1969,2,18,,1,,1
1969,2,19,,1,,1
1969,2,20,,1,,1
1969,2,21,,1,,1
1969,2,22,,1,,1
1969,2,23,,1,,1
1969,2,24,,1,,1
1969,2,25,,1,,1
1969,2,26,,1,,1
1969,2,27,,1,,1
1969,2,28,,1,,1
1969,3,1,,1,,1
1969,3,2,,1,,1
1969,3,3,,1,,1
1969,3,4,,1,,1
1969,3,5,,1,,1
1969,3,6,,1,,1
1969,3,7,,1,,1
1969,3,8,,1,,1
1969,3,9,,1,,1
1969,3,10,,1,,1
1969,3,11,,1,,1
1969,3,12,,1,,1
1969,3,13,,1,,1
1969,3,14,,1,,1
1969,3,15,,1,,1
1969,3,16,,1,,1
1969,3,17,,1,,1
1969,3,18,,1,,1
1969,3,19,,1,,1
1969,3,20,,1,,1
1969,3,21,,1,,1
1969,3,22,,1,,1
1969,3,23,,1,,1
1969,3,24,,1,,1
1969,3,25,,1,,1
1969,3,26,,1,,1
1969,3,27,,1,,1
1969,3,28,,1,,1
1969,3,29,,1,,1
1969,3,30,,1,,1
1969,3,31,,1,,1
1969,4,1,,1,,1
1969,4,2,,1,,1
1969,4,3,,1,,1
1969,4,4,,1,,1
1969,4,5,,1,,1
1969,4,6,,1,,1
1969,4,7,,1,,1
1969,4,8,,1,,1
1969,4,9,,1,,1
1969,4,10,,1,,1
1969,4,11,,1,,1
1969,4,12,,1,,1
1969,4,13,,1,,1
1969,4,14,,1,,1
1969,4,15,,1,,1
1969,4,16,,1,,1
1969,4,17,,1,,1
1969,4,18,,1,,1
1969,4,19,,1,,1
1969,4,20,,1,,1
1969,4,21,,1,,1
1969,4,22,,1,,1
1969,4,23,,1,,1
1969,4,24,,1,,1
1969,4,25,,1,,1
1969,4,26,,1,,1
1969,4,27,,1,,1
1969,4,28,,1,,1
1969,4,29,,1,,1
1969,4,30,,1,,1
1970,2,1,,1,,1
1970,2,2,,1,,1
1970,2,3,,1,,1
1970,2,4,,1,,1
1970,2,5,,1,,1
1970,2,6,,1,,1
1970,2,7,,1,,1
1970,2,8,,1,,1
1970,2,9,,1,,1
1970,2,10,,1,,1
1970,2,11,,1,,1
1970,2,12,,1,,1
1970,2,13,,1,,1
1970,2,14,,1,,1
1970,2,15,,1,,1
1970,2,16,,1,,1
1970,2,17,,1,,1
1970,2,18,,1,,1
1970,2,19,,1,,1
1970,2,20,,1,,1
1970,2,21,,1,,1
1970,2,22,,1,,1
1970,2,23,,1,,1
1970,2,24,,1,,1
1970,2,25,,1,,1
1970,2,26,,1,,1
1970,2,27,,1,,1
1970,2,28,,1,,1
1970,3,1,,1,,1
1970,3,2,,1,,1
1970,3,3,,1,,1
1970,3,4,,1,,1
1970,3,5,,1,,1
1970,3,6,-1.3,8,-2.5,8
1970,3,7,0.5,8,-1.3,8
1970,3,8,3.0,8,1.3,8
1970,3,9,6.6,8,2.6,8
1970,3,10,4.8,8,2.5,8
1970,3,11,3.0,8,0.7,8
1970,3,12,1.2,8,-0.6,8
1970,3,13,1.0,8,-0.9,8
1970,3,14,1.1,8,-0.4,8
1970,3,15,4.2,8,1.5,8
1970,3,16,10.9,8,6.1,8
1970,3,17,3.8,8,-0.6,8
1970,3,18,1.3,8,-0.6,8
1970,3,19,1.4,8,-0.9,8
1970,3,20,2.5,8,-0.4,8
1970,3,21,0.9,8,-0.8,8
1970,3,22,2.8,8,-0.3,8
1970,3,23,2.1,8,0.1,8
1970,3,24,3.8,8,1.1,8
1970,3,25,3.8,8,1.7,8
1970,3,26,5.6,8,3.1,8
1970,3,27,9.9,8,4.3,8
1970,3,28,11.1,8,5.1,8
1970,3,29,13.1,8,6.4,8
1970,3,30,9.1,8,4.3,8
1970,3,31,7.3,8,4.9,8
1970,4,1,6.0,8,3.6,8
1970,4,2,7.7,8,3.1,8
1970,4,3,10.2,8,6.1,8
1970,4,4,10.8,8,6.7,8
1970,4,5,10.3,8,6.3,8
1970,4,6,13.0,8,6.4,8
1970,4,7,18.2,8,9.1,8
1970,4,8,10.8,8,6.9,8
1970,4,9,15.2,8,8.0,8
1970,4,10,10.0,8,7.3,8
1970,4,11,11.1,8,7.5,8
1970,4,12,8.6,8,6.9,8
1970,4,13,6.5,8,4.7,8
1970,4,14,8.9,8,4.4,8
1970,4,15,14.6,8,7.5,8
1970,4,16,18.1,8,10.2,8
1970,4,17,13.7,8,9.5,8
1970,4,18,12.9,8,7.7,8
1970,4,19,18.5,8,11.2,8
1970,4,20,19.2,8,13.7,8
1970,4,21,10.2,8,6.7,8
1970,4,22,11.0,8,6.7,8
1970,4,23,12.3,8,7.7,8
1970,4,24,20.6,8,12.2,8
1970,4,25,19.4,8,14.2,8
1970,4,26,22.6,8,14.8,8
1970,4,27,12.0,8,9.8,8
1970,4,28,18.3,8,12.5,8
1970,4,29,17.6,8,12.4,8
1970,4,30,13.1,8,11.2,8
1971,2,1,1.5,8,-0.8,8
1971,2,2,2.6,8,-0.1,8
1971,2,3,4.3,8,-1.9,8
1971,2,4,4.0,8,0.3,8
1971,2,5,4.8,8,-1.5,8
1971,2,6,3.3,8,-1.0,8
1971,2,7,0.8,8,-2.0,8
1971,2,8,3.2,8,0.2,8
1971,2,9,1.1,8,-1.6,8
1971,2,10,0.8,8,-1.0,8
1971,2,11,2.9,8,-0.5,8
1971,2,12,2.7,8,-3.1,8
1971,2,13,5.2,8,-0.2,8
1971,2,14,3.7,8,2.0,8
1971,2,15,5.3,8,2.9,8
1971,2,16,6.4,8,3.9,8
1971,2,17,7.5,8,4.5,8
1971,2,18,7.4,8,4.7,8
1971,2,19,5.2,8,2.6,8
1971,2,20,3.8,8,1.0,8
1971,2,21,6.5,8,1.4,8
1971,2,22,6.4,8,3.9,8
1971,2,23,9.7,8,6.8,8
1971,2,24,4.9,8,-0.1,8
1971,2,25,1.8,8,-1.2,8
1971,2,26,7.4,8,2.1,8
1971,2,27,9.5,8,5.5,8
1971,2,28,3.1,8,-0.3,8
1971,3,1,4.3,8,1.5,8
1971,3,2,4.1,8,1.6,8
1971,3,3,6.9,8,3.2,8
1971,3,4,5.0,8,2.7,8
1971,3,5,4.3,8,1.8,8
1971,3,6,0.9,8,-2.4,8
1971,3,7,-2.0,8,-4.7,8
1971,3,8,-0.1,8,-2.7,8
1971,3,9,3.2,8,-0.2,8
1971,3,10,1.7,8,-0.2,8
1971,3,11,3.7,8,1.2,8
1971,3,12,3.3,8,0.5,8
1971,3,13,4.8,8,0.4,8
1971,3,14,3.3,8,1.0,8
1971,3,15,5.9,8,3.3,8
1971,3,16,7.5,8,3.5,8
1971,3,17,4.8,8,3.0,8
1971,3,18,8.9,8,4.0,8
1971,3,19,10.4,8,7.6,8
1971,3,20,11.7,8,7.6,8
1971,3,21,14.9,8,9.1,8
1971,3,22,9.8,8,5.8,8
1971,3,23,5.0,8,2.5,8
1971,3,24,4.8,8,1.6,8
1971,3,25,7.0,8,1.7,8
1971,3,26,14.5,8,8.1,8
1971,3,27,10.8,8,8.5,8
1971,3,28,14.6,8,9.6,8
1971,3,29,17.3,8,9.9,8
1971,3,30,11.2,8,7.1,8
1971,3,31,11.9,8,7.6,8
1971,4,1,10.7,8,9.1,8
1971,4,2,11.5,8,7.8,8
1971,4,3,7.1,8,4.4,8
1971,4,4,8.7,8,4.5,8
1971,4,5,17.3,8,8.9,8
1971,4,6,10.3,8,7.2,8
1971,4,7,8.0,8,4.8,8
1971,4,8,18.4,8,11.1,8
1971,4,9,12.6,8,9.6,8
1971,4,10,9.5,8,6.6,8
1971,4,11,9.3,8,6.1,8
1971,4,12,14.8,8,8.1,8
1971,4,13,17.9,8,10.7,8
1971,4,14,15.6,8,10.5,8
1971,4,15,11.0,8,6.9,8
1971,4,16,17.4,8,10.2,8
1971,4,17,11.5,8,9.0,8
1971,4,18,11.6,8,7.5,8
1971,4,19,14.8,8,8.0,8
1971,4,20,16.4,8,10.7,8
1971,4,21,16.9,8,11.7,8
1971,4,22,19.0,8,13.3,8
1971,4,23,12.6,8,9.7,8
1971,4,24,14.0,8,7.7,8
1971,4,25,10.3,8,6.7,8
1971,4,26,17.8,8,9.6,8
1971,4,27,11.4,8,8.2,8
1971,4,28,18.0,8,9.6,8
1971,4,29,11.5,8,9.8,8
1971,4,30,13.3,8,9.7,8
1972,2,1,4.9,8,3.4,8
1972,2,2,10.1,8,6.0,8
1972,2,3,4.1,8,0.8,8
1972,2,4,1.9,8,-0.3,8
1972,2,5,2.7,8,0.5,8
1972,2,6,2.2,8,-0.4,8
1972,2,7,2.6,8,0.0,8
1972,2,8,0.9,8,-1.2,8
1972,2,9,3.1,8,-0.7,8
1972,2,10,4.4,8,1.1,8
1972,2,11,6.2,8,3.1,8
1972,2,12,4.4,8,1.2,8
1972,2,13,9.3,8,6.0,8
1972,2,14,9.2,8,5.2,8
1972,2,15,7.1,8,5.2,8
1972,2,16,6.4,8,3.6,8
1972,2,17,7.4,8,2.8,8
1972,2,18,7.0,8,2.9,8
1972,2,19,10.6,8,2.6,8
1972,2,20,-0.3,8,-1.7,8
1972,2,21,-0.6,8,-2.0,8
1972,2,22,1.9,8,0.3,8
1972,2,23,2.3,8,-0.3,8
1972,2,24,0.3,8,-1.0,8
1972,2,25,1.2,8,-0.7,8
1972,2,26,3.3,8,0.2,8
1972,2,27,7.9,8,6.3,8
1972,2,28,4.8,8,2.3,8
1972,2,29,5.7,8,2.2,8
1972,3,1,4.3,8,1.2,8
1972,3,2,7.4,8,3.5,8
1972,3,3,6.4,8,3.4,8
1972,3,4,6.0,8,2.5,8
1972,3,5,5.5,8,3.7,8
1972,3,6,5.9,8,3.3,8
1972,3,7,7.2,8,3.5,8
1972,3,8,7.7,8,4.7,8
1972,3,9,7.4,8,2.9,8
1972,3,10,6.1,8,2.7,8
1972,3,11,6.8,8,3.1,8
1972,3,12,7.4,8,3.0,8
1972,3,13,6.1,8,2.0,8
1972,3,14,6.5,8,3.9,8
1972,3,15,6.2,8,2.9,8
1972,3,16,7.6,8,4.7,8
1972,3,17,10.5,8,7.0,8
1972,3,18,11.3,8,6.8,8
1972,3,19,13.4,8,8.5,8
1972,3,20,15.9,8,10.2,8
1972,3,21,6.9,8,4.2,8
1972,3,22,8.6,8,3.3,8
1972,3,23,18.0,8,9.1,8
1972,3,24,12.3,8,5.7,8
1972,3,25,10.8,8,5.7,8
1972,3,26,8.2,8,6.3,8
1972,3,27,11.5,8,6.7,8
1972,3,28,11.9,8,7.2,8
1972,3,29,18.1,8,11.3,8
1972,3,30,12.5,8,10.6,8
1972,3,31,13.3,8,8.6,8
1972,4,1,7.3,8,3.4,8
1972,4,2,5.9,8,3.1,8
1972,4,3,13.2,8,6.3,8
1972,4,4,17.9,8,11.9,8
1972,4,5,13.8,8,10.5,8
1972,4,6,19.1,8,13.0,8
1972,4,7,9.9,8,8.1,8
1972,4,8,9.5,8,5.8,8
1972,4,9,8.6,8,5.6,8
1972,4,10,8.6,8,4.9,8
1972,4,11,14.7,8,8.5,8
1972,4,12,11.5,8,8.1,8
1972,4,13,11.3,8,8.3,8
1972,4,14,15.3,8,8.0,8
1972,4,15,18.1,8,12.5,8
1972,4,16,15.9,8,12.3,8
1972,4,17,22.0,8,14.2,8
1972,4,18,13.8,8,10.6,8
1972,4,19,23.6,8,16.6,8
1972,4,20,17.7,8,11.0,8
1972,4,21,12.2,8,9.0,8
1972,4,22,14.4,8,9.4,8
1972,4,23,19.5,8,12.7,8
1972,4,24,12.2,8,9.9,8
1972,4,25,16.0,8,10.8,8
1972,4,26,16.5,8,12.9,8
1972,4,27,15.3,8,13.5,8
1972,4,28,17.9,8,14.3,8
1972,4,29,23.2,8,16.2,8
1972,4,30,24.7,8,17.6,8
1973,2,1,8.8,8,3.0,8
1973,2,2,0.1,8,-1.2,8
1973,2,3,4.0,8,2.1,8
1973,2,4,4.9,8,0.2,8
1973,2,5,9.5,8,3.9,8
1973,2,6,8.7,8,5.5,8
1973,2,7,1.0,8,-1.9,8
1973,2,8,2.5,8,0.0,8
1973,2,9,0.6,8,-0.3,8
1973,2,10,3.8,8,1.3,8
1973,2,11,4.9,8,3.6,8
1973,2,12,4.3,8,2.5,8
1973,2,13,6.7,8,3.0,8
1973,2,14,7.2,8,4.3,8
1973,2,15,8.7,8,4.8,8
1973,2,16,10.0,8,3.9,8
1973,2,17,11.3,8,5.9,8
1973,2,18,10.1,8,7.9,8
1973,2,19,8.3,8,5.2,8
1973,2,20,8.6,8,4.8,8
1973,2,21,4.6,8,1.1,8
1973,2,22,9.7,8,4.6,8
1973,2,23,10.2,8,5.2,8
1973,2,24,1.0,8,-2.4,8
1973,2,25,0.5,8,-1.7,8
1973,2,26,4.9,8,3.2,8
1973,2,27,8.2,8,4.7,8
1973,2,28,7.5,8,3.7,8
1973,3,1,2.1,8,-0.7,8
1973,3,2,2.7,8,0.1,8
1973,3,3,3.9,8,1.6,8
1973,3,4,3.6,8,1.4,8
1973,3,5,4.0,8,-0.1,8
1973,3,6,2.2,8,-0.5,8
1973,3,7,4.2,8,2.1,8
1973,3,8,5.5,8,2.7,8
1973,3,9,4.5,8,2.4,8
1973,3,10,5.5,8,3.3,8
1973,3,11,5.6,8,2.2,8
1973,3,12,8.4,8,3.8,8
1973,3,13,8.6,8,4.6,8
1973,3,14,4.0,8,1.3,8
1973,3,15,4.9,8,0.3,8
1973,3,16,6.3,8,1.8,8
1973,3,17,6.8,8,2.4,8
1973,3,18,5.7,8,1.6,8
1973,3,19,2.9,8,0.9,8
1973,3,20,6.8,8,2.6,8
1973,3,21,8.5,8,5.1,8
1973,3,22,8.4,8,6.0,8
1973,3,23,13.4,8,7.9,8
1973,3,24,10.5,8,4.1,8
1973,3,25,4.3,8,1.7,8
1973,3,26,4.1,8,1.6,8
1973,3,27,6.1,8,2.3,8
1973,3,28,10.1,8,5.5,8
1973,3,29,9.4,8,6.8,8
1973,3,30,11.7,8,7.6,8
1973,3,31,17.6,8,10.3,8
1973,4,1,11.0,8,7.7,8
1973,4,2,12.8,8,6.2,8
1973,4,3,10.5,8,4.7,8
1973,4,4,8.9,8,5.8,8
1973,4,5,9.7,8,6.4,8
1973,4,6,11.9,8,6.5,8
1973,4,7,18.9,8,11.3,8
1973,4,8,21.3,8,14.0,8
1973,4,9,15.6,8,12.0,8
1973,4,10,17.3,8,12.9,8
1973,4,11,16.6,8,13.1,8
1973,4,12,12.2,8,9.3,8
1973,4,13,12.2,8,7.9,8
1973,4,14,13.2,8,7.1,8
1973,4,15,13.5,8,8.2,8
1973,4,16,14.0,8,11.5,8
1973,4,17,15.8,8,11.4,8
1973,4,18,15.2,8,11.6,8
1973,4,19,16.7,8,13.0,8
1973,4,20,17.8,8,13.3,8
1973,4,21,21.9,8,15.0,8
1973,4,22,14.0,8,11.9,8
1973,4,23,18.6,8,12.8,8
1973,4,24,16.0,8,12.7,8
1973,4,25,18.7,8,14.0,8
1973,4,26,18.5,8,12.8,8
1973,4,27,12.5,8,9.0,8
1973,4,28,18.0,8,12.5,8
1973,4,29,20.5,8,12.2,8
1973,4,30,11.9,8,9.7,8
1974,2,1,1.8,8,0.5,8
1974,2,2,2.9,8,0.7,8
1974,2,3,3.1,8,1.2,8
1974,2,4,4.0,8,1.5,8
1974,2,5,1.4,8,0.3,8
1974,2,6,4.4,8,0.3,8
1974,2,7,1.1,8,-1.9,8
1974,2,8,2.8,8,0.9,8
1974,2,9,4.2,8,1.6,8
1974,2,10,0.4,8,-0.4,8
1974,2,11,-1.0,8,-2.9,8
1974,2,12,0.9,8,-1.4,8
1974,2,13,0.9,8,-1.3,8
1974,2,14,1.5,8,-0.9,8
1974,2,15,3.1,8,1.5,8
1974,2,16,7.0,8,3.2,8
1974,2,17,6.8,8,2.7,8
1974,2,18,6.9,8,3.4,8
1974,2,19,4.6,8,2.0,8
1974,2,20,6.6,8,2.5,8
1974,2,21,2.1,8,0.5,8
1974,2,22,8.1,8,1.7,8
1974,2,23,5.8,8,2.1,8
1974,2,24,2.7,8,0.1,8
1974,2,25,0.2,8,-1.1,8
1974,2,26,2.2,8,0.2,8
1974,2,27,-0.3,8,-2.7,8
1974,2,28,1.5,8,-0.8,8
1974,3,1,2.7,8,-1.6,8
1974,3,2,5.8,8,1.4,8
1974,3,3,5.7,8,2.2,8
1974,3,4,6.4,8,3.0,8
1974,3,5,8.6,8,4.1,8
1974,3,6,4.8,8,2.7,8
1974,3,7,5.2,8,3.5,8
1974,3,8,7.6,8,2.8,8
1974,3,9,6.3,8,2.6,8
1974,3,10,7.1,8,3.6,8
1974,3,11,2.4,8,-0.2,8
1974,3,12,-0.1,8,-1.6,8
1974,3,13,-0.7,8,-2.1,8
1974,3,14,5.6,8,1.6,8
1974,3,15,8.6,8,4.3,8
1974,3,16,8.4,8,2.7,8
1974,3,17,6.1,8,3.2,8
1974,3,18,7.3,8,2.6,8
1974,3,19,7.1,8,2.0,8
1974,3,20,6.2,8,2.4,8
1974,3,21,5.1,8,2.9,8
1974,3,22,6.6,8,3.2,8
1974,3,23,6.2,8,3.3,8
1974,3,24,3.6,8,1.6,8
1974,3,25,4.5,8,2.1,8
1974,3,26,6.8,8,3.0,8
1974,3,27,2.6,8,2.1,8
1974,3,28,7.0,8,3.2,8
1974,3,29,8.1,8,4.9,8
1974,3,30,11.6,8,6.6,8
1974,3,31,9.6,8,7.4,8
1974,4,1,11.6,8,6.9,8
1974,4,2,8.0,8,5.0,8
1974,4,3,11.6,8,8.0,8
1974,4,4,18.4,8,10.2,8
1974,4,5,10.9,8,7.4,8
1974,4,6,12.2,8,7.4,8
1974,4,7,14.3,8,8.6,8
1974,4,8,11.0,8,8.2,8
1974,4,9,9.1,8,7.8,8
1974,4,10,9.6,8,8.2,8
1974,4,11,9.6,8,7.0,8
1974,4,12,13.0,8,8.9,8
1974,4,13,17.9,8,10.1,8
1974,4,14,12.4,8,8.7,8
1974,4,15,15.0,8,8.7,8
1974,4,16,11.1,8,9.5,8
1974,4,17,11.0,8,7.7,8
1974,4,18,16.4,8,11.1,8
1974,4,19,11.1,8,7.6,8
1974,4,20,16.3,8,9.1,8
1974,4,21,15.0,8,11.7,8
1974,4,22,15.8,8,9.9,8
1974,4,23,14.4,8,9.2,8
1974,4,24,21.5,8,12.5,8
1974,4,25,22.9,8,15.8,8
1974,4,26,17.2,8,12.5,8
1974,4,27,11.9,8,11.0,8
1974,4,28,23.5,8,15.6,8
1974,4,29,16.8,8,11.6,8
1974,4,30,19.8,8,13.0,8
1975,2,1,5.1,8,1.2,8
1975,2,2,3.3,8,1.8,8
1975,2,3,4.3,8,1.1,8
1975,2,4,3.9,8,1.5,8
1975,2,5,7.1,8,3.4,8
1975,2,6,7.1,8,2.5,8
